cat,sample_type,phase,elev_minimum,aspect_average,infiltration_mode,emergence_50,emergence_500,emergence_1k,cent_elev,location,island_size,avg_fetch,viewsize_5k,viewsize_10k
3925,hull,mm,49.97245026,249.7741394,2,47.53726129,433.6835438,449.734382,50.20369,mainland,,17718.61503,75112,355047
3926,hull,mm,53.77025223,116.2654724,2,40.48221955,57.93496799,186.6189803,54.0532,mainland,,14041.36345,126684,377824
3927,hull,mm,64.87398529,295.479425,4,51.47922803,189.8788306,202.2118482,67.91957,island,6100,11764.6787,120665,363064
3928,hull,mm,47.15991592,274.7965469,4,381.3318269,513.3694819,482.0429828,51.63063,island,13500,383.1620254,41288,53844
3929,hull,mm,46.03580856,103.2689298,4,350.916224,530.7800089,523.4146272,48.43762,island,8200,85.77742711,2736,2736
3930,hull,mm,50.29365921,212.9217606,4,190.6259478,427.3648603,395.2964742,51.74227,mainland,,85.38437552,5886,6216
3931,hull,mm,48.41477203,163.3842735,4,212.8500502,470.943482,461.7420773,52.54102,island,247400,177.2330548,15176,17167
3932,hull,mm,51.28416443,138.0084381,2,391.5474314,358.8394472,397.1028702,53.28772,mainland,,32.80908338,9487,9487
3933,hull,mm,55.37382889,91.61208916,4,182.922659,223.6134067,303.3029635,59.77043,island,3212000,12352.89567,72176,142430
3934,hull,mm,49.00410843,85.95700455,2,27.22200959,327.2629365,434.291464,49.12543,mainland,,5473.631227,125397,238511
3935,hull,mm,62.30042648,259.1528992,3,123.5852537,199.1276515,210.5265473,64.5137,mainland,,72.96934398,2736,2736
3936,hull,mm,47.24320221,83.70700645,4,296.0202226,506.0934868,528.3616354,49.10176,mainland,,155.4717559,6193,6193
3937,hull,mm,66.73242188,77.6772995,3,69.30357454,168.8792399,176.7845599,67.01827,island,1813700,403.0222896,30526,41238
3938,hull,mm,49.56625366,16.59273911,3,126.9788325,457.1031456,448.4296888,49.56625,island,5194000,1081.163287,16345,16454
3939,hull,mm,44.83311844,262.7477905,4,411.2366621,453.0248432,372.4251605,48.19558,island,22200,5076.171243,223238,306376
3940,hull,mm,49.69939804,181.6289558,2,10.02195549,91.76535844,364.8546734,49.83861,mainland,,1884.313222,122271,391671
3941,hull,mm,44.70131683,38.68302727,5,321.4936115,602.7203765,596.2016491,46.40753,island,7454900,101.2644119,6145,6145
3942,hull,mm,58.23448563,327.397438,4,85.75916951,188.9319263,262.4205134,58.23449,island,88364800,171.8203302,9294,10159
3943,hull,mm,58.98892593,353.9104716,4,166.3365486,210.7279728,277.0783087,64.56271,island,132700,195.0670754,4822,4917
3944,hull,mm,65.86502075,166.9193535,3,140.8354081,186.1753518,185.6223653,65.86502,mainland,,36.10211661,5079,5107
3945,hull,mm,51.57504272,78.42456055,2,68.48146216,312.7066931,379.4080957,52.20042,island,104669500,1373.127052,144730,327125
3946,hull,mm,51.3209877,34.31680059,2,78.15142439,249.8275573,325.756403,52.03603,island,267600,376.219937,14668,19930
3947,hull,mm,49.30306244,154.0281353,3,64.41937864,391.0521446,392.638851,50.26237,island,1100,139.7354379,4379,4960
3948,hull,mm,66.98854065,170.8652893,2,52.83968631,166.8925369,155.4904983,67.38892,mainland,,477.4534952,39114,41418
3949,hull,mm,62.85136414,286.2521973,4,172.1415322,227.4785072,224.0058813,67.0188,mainland,,1425.840601,159655,201796
3950,hull,mm,43.4508934,234.8668327,4,517.0647269,652.0499481,642.7056492,48.0616,mainland,,414.3880168,26571,32509
3951,hull,mm,57.17844391,334.0160217,4,104.7341114,258.6552203,292.4100706,59.8064,mainland,,277.7231062,15122,15883
3952,hull,mm,69.34908295,283.9389343,3,136.3616536,141.8503852,147.7291427,69.34908,mainland,,23.25739741,3258,3258
3953,hull,mm,69.60085297,114.1971313,4,92.69133765,138.2664181,138.2169199,69.60085,island,927800,21815.04113,144878,273510
3954,hull,mm,56.59440994,115.9603897,3,150.2096846,249.9288117,226.1755903,59.79424,mainland,,729.0403046,60563,61870
3955,hull,mm,52.36483002,308.0461731,2,201.4576733,277.4075304,225.1599446,53.66331,island,321100,697.6555537,75673,99270
3956,hull,mm,54.80302429,39.21628332,3,123.1327436,354.1312126,333.6108252,55.69922,island,94700300,187.0576418,7343,7343
3957,hull,mm,46.9294281,324.9985474,2,181.9100743,207.8163694,259.064037,48.06556,mainland,,8542.872949,66297,159473
3958,hull,mm,67.44359589,165.6854172,2,12.52894811,120.3740051,142.389267,67.96023,mainland,,13086.72109,66668,207225
3959,hull,mm,46.02217102,307.5235291,2,195.0262902,438.875506,476.1684339,46.67372,mainland,,288.919225,16671,19249
3960,hull,mm,45.28666306,118.1596928,2,321.0545798,292.2532087,376.6547737,45.56683,island,1775300,14912.58568,188154,493638
3961,hull,mm,65.63745117,27.74529743,2,171.8294658,183.2003764,188.0678301,66.42271,mainland,,98.30435861,7949,7949
3962,hull,mm,55.56748962,261.5849075,3,231.697082,271.8097719,315.6042906,56.25501,mainland,,125.457056,39256,70493
3963,hull,mm,58.49741745,223.4474213,4,78.73079194,314.7359534,308.3170217,60.20832,island,4900,1101.226897,105286,230374
3964,hull,mm,52.30633926,149.0512772,2,10.3271359,114.0805486,243.0574261,52.43386,mainland,,6881.499626,104123,310610
3965,hull,mm,55.27294922,102.1099205,2,71.6757092,339.6765639,324.9477352,55.27295,mainland,,45341.25295,302492,954132
3966,hull,mm,45.61380768,79.36140315,2,280.6901457,361.7715498,460.2332246,49.70374,island,49700,4766.626337,230967,457121
3967,hull,mm,59.82788467,170.5885429,3,143.4901449,255.4047682,264.6500654,59.82788,island,1028200,41.10613815,190,190
3968,hull,mm,52.71089172,241.8884659,4,331.0146782,297.9126403,313.190216,53.29927,mainland,,379.0111932,34492,34738
3969,hull,mm,59.86370087,124.7968273,3,81.69863999,187.3127841,230.805453,62.00938,mainland,,259.1605698,31812,37975
3970,hull,mm,51.21860504,182.1676292,4,124.6147175,368.5059988,388.9510631,52.42655,island,24600,288.6096136,38269,55834
3971,hull,mm,61.11460876,180.8585632,4,61.22601521,152.2687042,191.5366586,61.88908,island,23900,54.1794612,91397,101338
3972,hull,mm,50.36994934,236.6466942,2,23.62340162,90.3790956,173.3113689,50.36995,mainland,,46.08877761,18127,90512
3973,hull,mm,57.0971489,181.0242249,4,132.5867955,237.6975954,299.3688701,60.44202,island,82738600,260.104363,13560,13645
3974,hull,mm,64.69087219,320.3934479,3,176.8408065,203.8229066,199.7849048,65.48914,mainland,,80.30633145,3505,3546
3975,hull,mm,50.20662689,223.8843727,3,419.1762012,426.4138092,408.9481595,55.84505,island,4520200,510.8621105,40948,90500
3976,hull,mm,52.12059021,163.7276955,2,29.98862746,413.4240225,345.1129629,52.12059,mainland,,24369.89243,90187,298208
3977,hull,mm,58.45196915,84.83826065,2,10.0500434,106.2634674,246.816001,58.46883,mainland,,28126.08901,251297,875088
3978,hull,mm,49.09851837,92.0630548,3,279.5059974,519.8481766,488.7641402,49.87494,mainland,,87.49352477,3940,3940
3979,hull,mm,53.11476898,99.25464249,3,346.3810717,401.2012829,387.0906859,54.7219,mainland,,189.4535186,13051,13959
3980,hull,mm,56.2207489,263.5691032,4,309.2810316,274.5401066,272.2530574,58.05898,island,9855800,220.9895985,13038,13038
3981,hull,mm,53.45683289,53.74121571,4,216.2976694,368.9114083,375.9678767,54.75444,mainland,,71.63914964,5115,5115
3982,hull,mm,62.76277924,268.8999786,4,68.47625093,172.8796531,210.7380696,62.80236,mainland,,36.34095758,19439,23293
3983,hull,mm,57.77406693,100.164743,4,111.1502415,256.2796873,285.4887327,59.90761,island,589200,330.3455268,30431,30448
3984,hull,mm,60.80645752,312.3772507,3,194.9372599,220.9416389,206.852081,62.06059,mainland,,85.9918483,2282,2287
3985,hull,mm,54.08067703,291.1951828,3,241.3210193,350.0781285,343.7383356,57.67075,island,125600,132.3708967,3287,3287
3986,hull,mm,46.43262482,62.43410778,2,47.7020643,273.6343744,293.8210062,46.43262,mainland,,5171.36909,158209,373839
3987,hull,mm,68.38441467,254.3189125,4,113.8987297,134.6838217,142.0769861,69.0216,island,72800,44.58938313,2758,3903
3988,hull,mm,62.85293961,145.2870239,4,45.34430319,192.777669,209.8509232,63.3139,island,519400,132.4653394,27337,32397
3989,hull,mm,45.87278748,108.3684998,2,129.8072592,310.773265,425.0652143,46.27473,mainland,,9494.208148,150957,494002
3990,hull,mm,50.38838577,266.3522215,2,4.115044805,99.00610419,199.4776435,50.38839,mainland,,4035.972323,112,112
3991,hull,mm,54.83170319,19.60647078,4,256.2751314,325.6880134,338.5142205,54.8317,island,98270600,40.32398175,41,41
3992,hull,mm,59.27666473,245.7226679,2,48.46455408,231.3680165,266.1346311,62.2039,island,600,952.3289323,95358,108450
3993,hull,mm,67.92099762,75.23235016,3,83.1216123,146.0055187,155.0750644,67.99965,island,2631100,70.16259087,6460,15334
3994,hull,mm,55.47340012,174.6198196,2,195.8360799,325.8154294,330.9005514,58.8597,island,1055400,381.2999513,17435,17499
3995,hull,mm,58.09605789,24.75045204,4,151.427965,283.91742,289.5607776,58.10864,island,9855800,40.78989924,1069,1069
3996,hull,mm,49.95819473,140.4997698,4,48.41652324,435.6117451,401.3348618,49.95819,island,3700,185.7396051,38494,39900
3997,hull,mm,64.9611969,205.4646683,3,50.08057117,191.9840379,210.5811424,64.9612,island,137500,328.3767174,24461,29462
3998,hull,mm,66.32592773,199.6146355,2,9.359347931,176.6076086,180.0957154,66.32593,mainland,,273.1726518,16724,20805
3999,hull,mm,48.4904747,253.2800293,3,319.995088,449.1913888,468.5305649,51.05997,island,157300,4830.662034,37240,98279
4000,hull,mm,54.02624893,105.0585804,2,233.850585,352.3839555,325.3475459,54.64064,mainland,,58.4454886,3780,3780
4001,buffer,lm,33.53218842,337.3367233,4,136.2951755,877.5678775,1042.932098,34.67669,island,3700,394.2075604,39050,97244
4002,buffer,lm,27.97549629,294.7387009,4,1129.728373,1390.512934,1366.208642,33.93644,island,76800,75.77825158,3738,9139
4003,buffer,lm,24.08503532,49.29746017,4,524.1770373,1393.10134,1520.750113,26.49399,mainland,,6001.42479,81413,322922
4004,buffer,lm,31.41495514,169.7217651,3,1136.63163,1052.786444,1089.911478,32.18719,mainland,,54.42264105,1538,1538
4005,buffer,lm,25.33781624,188.0450513,4,99.69862609,1269.497652,1584.349504,25.48358,mainland,,244.7903932,12123,12123
4006,buffer,lm,36.74100876,233.3265152,4,626.4541417,650.9454083,714.383196,37.86015,mainland,,89.73813019,9378,20769
4007,buffer,lm,31.80528641,221.3659782,4,175.3829737,1184.888076,1172.34338,31.91974,mainland,,24.32355531,6529,6529
4008,buffer,lm,24.87290955,128.3996353,3,219.9585704,1512.987903,1437.374531,27.84266,mainland,,8254.839994,99809,334956
4009,buffer,lm,29.90910912,202.23526,4,102.6755742,1132.655576,1210.197641,29.90911,mainland,,275.8708363,702,702
4010,buffer,lm,23.27182579,311.4839905,4,98.07877403,1536.051387,1666.046864,23.78154,mainland,,1321.982179,88993,190951
4011,buffer,lm,24.20100784,212.5026047,4,26.35549697,1310.103759,1601.72436,24.26206,mainland,,280.6373702,13137,13137
4012,buffer,lm,33.10009766,158.140918,4,333.6241966,1069.25111,1098.268223,34.95484,island,8600,14978.22424,55817,153574
4013,buffer,lm,27.19766045,117.6301369,5,986.3532261,1294.163991,1357.750144,27.53942,mainland,,34.60824454,1313,1313
4014,buffer,lm,27.41142464,29.26185703,4,129.7948033,1486.097924,1455.568899,28.21054,mainland,,442.8306639,37025,74485
4015,buffer,lm,24.15337181,269.2820648,3,187.9987049,1341.605982,1799.614854,25.30791,island,11800,152.2643757,37595,114071
4016,buffer,lm,24.24450111,93.20646393,4,303.6173295,1603.046642,1624.23792,24.27278,mainland,,76.01266797,6099,10796
4017,buffer,lm,26.62137032,237.1279785,4,1080.080339,1346.089252,1136.06275,27.44192,mainland,,117.1262971,4453,4453
4018,buffer,lm,29.27792931,104.6987915,4,310.5613901,1184.753273,1243.572338,30.40414,mainland,,337.7010972,15564,15564
4019,buffer,lm,26.99410248,92.29111099,3,235.9750847,1474.614955,1607.875017,27.96199,mainland,,369.5465514,31568,66460
4020,buffer,lm,28.06408119,70.8032341,3,287.9765076,1447.284369,1289.652652,29.05413,mainland,,1085.299107,116699,192294
4021,buffer,lm,38.15870667,63.03798599,4,117.9453291,672.1195451,667.2888717,38.41929,mainland,,401.1239228,33785,71126
4022,buffer,lm,30.98670197,18.64523315,3,1049.986561,972.5145365,880.8416679,31.93353,mainland,,268.0915528,24856,29173
4023,buffer,lm,27.85211754,104.0562119,2,765.1364795,1405.019985,1354.214016,29.89174,mainland,,917.2593526,113543,134967
4024,buffer,lm,26.14237785,203.9568176,4,1272.168758,1362.878346,1084.004698,26.14238,mainland,,65.16289266,603,603
4025,buffer,lm,32.42197037,139.2663655,4,608.8046179,1165.991478,1129.845561,32.67363,island,931100,3983.357,108376,324974
4026,buffer,lm,22.63682747,326.0645981,3,296.3140917,1609.086174,1646.242454,23.54551,mainland,,594.8330819,82590,129199
4027,buffer,lm,25.94284439,119.3136017,3,583.5258237,1259.519395,1680.373293,27.80419,mainland,,7397.246067,29328,86433
4028,buffer,lm,24.02382851,59.64894257,3,991.7740633,1398.580137,1664.057485,29.29408,mainland,,1792.236678,225563,315995
4029,buffer,lm,31.33120918,309.8382492,4,190.5571347,1129.081004,1162.902815,31.82135,mainland,,97.70683807,8242,8242
4030,buffer,lm,23.75675201,231.7127342,4,121.6870607,1527.016732,1311.182811,24.84246,mainland,,98.79345806,13165,57367
4031,buffer,lm,37.92338181,132.3706329,4,231.1282818,514.2777762,506.2087407,38.57103,island,7766700,10646.51319,53141,219887
4032,buffer,lm,33.20496368,40.25368118,4,259.4933117,1023.187767,1096.033654,34.05654,island,860700,13663.79806,216886,741381
4033,buffer,lm,21.95337296,343.2851715,4,1089.144579,1690.27479,1596.974717,24.48514,mainland,,335.686972,19553,22997
4034,buffer,lm,28.27498055,138.9831797,4,119.2185852,1419.520281,1367.262669,30.09324,island,3100,510.8219494,74841,178799
4035,buffer,lm,35.78126526,125.0319519,3,657.7242229,821.8958807,650.0115877,36.23249,island,7938400,88.67789304,2271,10917
4036,buffer,lm,28.36849213,47.8161972,4,337.2575271,1301.408347,1394.87567,28.86938,mainland,,298.0026327,15068,15068
4037,buffer,lm,32.44934464,103.1175156,4,170.9287701,1054.868632,1293.026233,33.18585,island,17900,21306.20264,77966,224914
4038,buffer,lm,30.18706703,178.79552,4,926.1677217,1228.735924,1344.212252,31.50726,mainland,,86.71278552,6715,6715
4039,buffer,lm,29.44016075,93.10084991,3,418.5296605,1370.802791,1299.60827,30.73772,island,26800,1632.516447,244818,326002
4040,buffer,lm,24.89212227,188.5252045,4,21.85517951,1565.119751,1292.935822,24.99893,mainland,,105.4350051,5330,5330
4041,buffer,lm,26.48374557,76.9197876,3,306.9869189,1576.659857,1540.07154,27.37214,island,40800,1292.253015,191333,247732
4042,buffer,lm,23.15646935,182.5236843,4,56.10462497,2050.259256,1944.657877,23.82946,mainland,,231.4517688,22305,22375
4043,buffer,lm,24.2457943,189.477253,4,26.65322922,1316.739422,1599.18794,24.2722,mainland,,280.4284664,13781,13781
4044,buffer,lm,33.79050064,37.39534569,3,111.51542,902.2039063,788.5055162,34.47373,island,5100,21205.67326,72845,271837
4045,buffer,lm,25.89040947,173.2140442,4,89.12178746,1389.521694,1452.451514,26.4502,island,20800,508.9552386,53552,92481
4046,buffer,lm,25.59286308,17.08977103,4,726.4222829,1364.769389,1544.70204,27.07221,mainland,,515.3665767,44975,53411
4047,buffer,lm,29.69743347,234.2062531,3,1089.757461,1476.428649,1281.231957,31.44191,island,8342600,429.2957312,46544,55621
4048,buffer,lm,25.27860069,177.5205498,4,156.406181,1502.619557,1230.678506,25.41835,mainland,,154.9190964,5330,5330
4049,buffer,lm,36.7462616,136.4448792,4,590.7233916,680.7546758,725.3119727,37.47599,mainland,,435.5494689,17468,17468
4050,buffer,lm,31.27264977,82.13879967,3,855.8920228,1170.886194,994.5107954,31.27265,mainland,,880.4640194,97902,128633
4051,buffer,lm,31.46309662,151.0705004,4,265.1973457,1044.69031,1226.656993,32.49836,mainland,,413.1725842,28411,79955
4052,buffer,lm,22.90363503,94.3634243,3,310.2122551,1468.691446,1533.658165,24.52376,mainland,,7010.503503,23290,90405
4053,buffer,lm,30.88187218,90.10398006,4,836.9046483,1226.031257,1076.886967,32.99517,mainland,,1098.151207,83608,196302
4054,buffer,lm,31.1867733,94.63228226,4,551.6051778,1042.067346,906.5309768,31.92394,island,8342600,68.33323517,10051,42199
4055,buffer,lm,31.09163475,5.989916533,4,998.5692402,1139.387906,1220.990515,34.35592,mainland,,320.6846071,15403,15403
4056,buffer,lm,28.1366539,169.2674141,4,1005.850896,1537.114037,1346.559316,29.46403,mainland,,95.87288445,12495,13077
4057,buffer,lm,26.99193382,24.86306012,4,288.5953256,1276.095616,1320.639665,28.20874,mainland,,171.8533757,7351,7351
4058,buffer,lm,34.2408905,128.3117752,4,470.7480235,894.4005065,903.5649637,35.11518,mainland,,271.4415565,10572,10572
4059,buffer,lm,23.54410172,268.4571304,4,1242.988264,1509.775121,1595.747617,23.57557,mainland,,44.55694742,1461,1461
4060,buffer,lm,34.27088165,39.90555573,4,418.3158949,828.6457774,905.2006119,34.27088,mainland,,363.2678112,17697,17697
4061,buffer,lm,26.49085617,134.9510612,4,510.7979143,1431.225333,1613.34218,29.43553,mainland,,341.2723135,13601,13978
4062,buffer,lm,26.95237923,93.09301605,3,274.368029,1466.829337,1613.351045,27.87898,mainland,,7825.696033,30862,66204
4063,buffer,lm,37.67690277,205.0065231,4,370.4205783,600.2708729,647.3831865,38.98582,island,13400,20808.81056,123860,507710
4064,buffer,lm,28.52789497,164.3733864,3,135.5794919,1155.752919,1240.964177,29.33957,island,200,6977.92682,22748,85944
4065,buffer,lm,27.70154762,352.0765152,4,1085.428967,1150.568925,1345.274462,29.25787,mainland,,95.75434821,4358,4358
4066,buffer,lm,36.95095825,9.32824783,4,544.852989,673.6718098,667.5473086,37.03749,mainland,,481.3553299,78357,284393
4067,buffer,lm,35.65552902,83.46092987,3,224.2065873,760.0810326,807.8077406,36.31319,mainland,,318.7047827,27117,98468
4068,buffer,lm,24.49830627,104.8384628,4,259.6601176,992.6932754,1575.514358,25.60193,island,1262800,40366.89068,290191,1095727
4069,buffer,lm,26.66124344,140.0771576,4,249.6842907,1384.410972,1613.384821,26.97521,mainland,,7347.733425,22898,67437
4070,buffer,lm,22.24906158,88.01212311,3,379.8644116,1443.488097,1393.921468,24.92545,mainland,,21097.26541,64183,258074
4071,buffer,lm,24.41319656,90.20364838,3,171.431038,1368.524379,1457.52977,26.20579,mainland,,3208.45398,6317,14141
4072,buffer,lm,23.6946907,77.77381325,4,483.7872734,1437.67053,1541.820559,26.73259,mainland,,11687.03678,79128,312775
4073,buffer,lm,22.38554573,36.5530138,3,544.7163364,1483.756824,1609.744108,25.81946,mainland,,1506.796825,181803,249940
4074,buffer,lm,25.18892097,49.52557297,4,132.5490965,1591.433424,1580.175934,25.18892,mainland,,41.65388698,9521,12296
4075,buffer,lm,25.5428791,279.6881338,4,71.63749687,1316.587474,1669.973706,26.29585,mainland,,191.8196428,10939,10939
4076,buffer,lm,25.84283066,28.00931969,3,1150.543373,1471.145337,1549.673179,27.59936,mainland,,111.721788,10853,15468
4077,buffer,lm,25.88300896,111.6372509,4,82.59301478,1303.211925,1658.101511,26.00863,mainland,,125.2401977,10186,10186
